Id,Name,Birthdate,Handedness,School,Draft,Year,Pos.,G,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,WAR
14147,하재훈,1990년 10월 29일,우투우타,양덕초-마산동중-용마고,19 SK 2차 2라운드 16순위,6시즌,LF,264,2.00,-0.76,721,716,654,99,164,35,2,26,281,92,28,4,45,8,1,204,6,4,10,0.251,0.303,0.430,0.733,0.138,88.7,1.23
14150,김성민,1993년 05월 12일,우투우타,대일초-매송중-야탑고,19 SK 2차 5라운드 46순위,1시즌,IF,2,-0.03,0.00,4,4,4,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0.250,0.250,0.250,0.500,0.000,23.1,-0.03
14151,최경모,1996년 06월 17일,우투우타,본리초-경운중-경북고-홍익대,19 SK 2차 6라운드 56순위,4시즌,2B,193,-0.51,0.08,161,153,144,36,32,3,0,0,35,6,10,3,9,0,0,32,3,8,0,0.222,0.268,0.243,0.511,0.235,32.3,-0.42
14153,채현우,1995년 11월 21일,우투우타,칠성초-경복중-상원고-송원대,19 SK 2차 8라운드 76순위,5시즌,LF,68,-0.29,0.24,77,77,72,13,12,2,1,1,19,9,8,1,4,0,0,22,3,0,1,0.167,0.208,0.264,0.472,0.169,14.4,-0.05
14160,고승민,2000년 08월 11일,우투좌타,군산신풍초-배명중-북일고,19 롯데 2차 1라운드 8순위,5시즌,2B,457,6.82,0.36,1729,1712,1522,223,427,83,13,25,611,192,19,12,168,5,4,288,27,16,18,0.281,0.350,0.401,0.751,0.130,101.1,7.18
14168,김민수,1996년 06월 11일,우투우타,경남-신월중-마산고,19 롯데 2차 9라운드 88순위,1시즌,LF,5,-0.09,0.05,7,7,7,0,1,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0.143,0.143,0.143,0.286,0.000,-43.5,-0.04
14169,신윤후,1996년 01월 05일,우투우타,무학초-마산중-마산고-동의대,19 롯데 2차 10라운드 98순위,7시즌,CF,221,-0.23,-0.33,312,308,282,45,60,9,4,4,89,19,9,3,17,8,0,58,3,4,1,0.213,0.276,0.316,0.592,0.146,55.5,-0.56
14170,김대한,2000년 12월 06일,우투우타,숭인초-강북-덕수중-휘문고,19 두산 1차,5시즌,CF,180,-0.84,-0.57,343,339,303,38,56,10,2,7,91,30,4,6,24,9,0,89,1,4,3,0.185,0.263,0.300,0.563,0.112,52.1,-1.40
14172,송승환,2000년 10월 28일,우투우타,신기초-금천구-양천중-서울고,19 두산 2차 2라운드 19순위,5시즌,LF,59,-0.36,-0.14,126,124,120,14,27,5,1,1,37,10,0,1,4,0,0,31,2,2,0,0.225,0.250,0.308,0.558,0.113,44.9,-0.49
14175,김태근,1996년 08월 10일,우투우타,광진-건대부중-배명고-건국대,19 두산 2차 5라운드 49순위,5시즌,LF,106,-0.62,-0.80,102,99,91,20,19,4,0,0,23,6,1,7,3,5,0,36,0,3,0,0.209,0.273,0.253,0.526,0.202,44.2,-1.41
14181,오선우,1996년 12월 13일,좌투좌타,성동초-자양중-배명고-인하대,19 KIA 2차 5라운드 50순위,6시즌,RF,255,0.22,-1.32,658,658,607,77,148,18,2,25,245,80,0,2,44,7,2,235,13,0,0,0.244,0.302,0.404,0.706,0.117,88.5,-1.10
14187,최승민,1996년 07월 01일,우투좌타,서울학동초-대치중-신일고,15 NC 육성선수,6시즌,LF,230,-0.50,-0.36,115,112,106,68,24,2,0,0,26,7,36,20,6,0,0,25,2,3,0,0.226,0.268,0.245,0.513,0.607,29.2,-0.86
14191,강민성,1999년 12월 08일,우투우타,옥산초-경상중-경북고,19 KT 2차 6라운드 51순위,3시즌,2B,38,-0.44,0.17,64,63,53,2,5,1,0,0,6,1,0,0,9,0,0,25,1,1,1,0.094,0.222,0.113,0.335,0.032,-0.7,-0.27
14200,김규남,1995년 05월 12일,우투우타,용산-홍은중-덕수고-고려대,19 SK 육성선수,2시즌,LF,6,-0.31,-0.06,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0.000,0.000,0.000,0.000,0.000,-139.8,-0.37
14204,허관회,1999년 02월 12일,우투우타,의정부-건대부중-경기고,19 한화 2차 9라운드 83순위,4시즌,C,54,-0.47,-0.45,113,112,95,8,18,2,0,0,20,3,1,0,14,1,0,32,3,1,2,0.189,0.295,0.211,0.506,0.071,44.7,-0.92
14209,김건,2000년 02월 23일,우투우타,양정초-개성중-경남고,19 한화 2차 5라운드 43순위,3시즌,2B,16,-0.41,-0.15,29,29,29,3,5,0,0,0,5,0,0,0,0,0,0,13,0,0,0,0.172,0.172,0.172,0.344,0.103,-31.5,-0.56
14210,조한민,2000년 10월 20일,우투우타,중앙초-군산중-대전고,19 한화 2차 8라운드 73순위,2시즌,SS,77,-0.18,-0.53,197,196,177,22,36,10,2,5,65,20,3,2,13,4,0,79,4,1,2,0.203,0.270,0.367,0.637,0.112,65.0,-0.71
14211,박준형,1999년 03월 07일,우투우타,화순초-무등중-광주제일고,19 넥센 2차 6라운드 54순위,1시즌,C,4,-0.10,-0.11,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.000,0.000,0.000,0.000,0.000,-154.2,-0.21
14212,이명기,2000년 01월 03일,우투우타,광주대성초-충장중-광주동성고,19 넥센 2차 5라운드 44순위,2시즌,1B,5,-0.07,0.07,12,12,10,0,2,0,0,0,2,1,0,0,2,0,0,5,0,0,0,0.200,0.333,0.200,0.533,0.000,57.7,0.00
14214,김주형,1996년 03월 05일,우투우타,양정초-경남중-경남고-홍익대,19 넥센 2차 10라운드 94순위,6시즌,2B,201,0.37,-1.00,357,347,292,34,54,15,1,2,77,22,2,2,22,32,0,90,6,10,1,0.185,0.311,0.264,0.575,0.098,70.9,-0.64
14219,박주찬,1996년 01월 11일,우투우타,동막초-경포중-강릉고-동아대,19 NC 육성선수,1시즌,C,5,-0.17,-0.12,14,14,14,1,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0.143,0.143,0.143,0.286,0.071,-49.0,-0.29
14220,서호철,1996년 10월 16일,우투우타,순천남산초-순천이수중-효천고-동의대,19 NC 2차 9라운드 87순위,5시즌,2B,449,1.94,0.27,1516,1491,1375,169,370,51,7,20,495,146,15,12,70,35,0,246,37,25,11,0.269,0.319,0.360,0.679,0.113,81.9,2.21
14221,최정원,2000년 06월 24일,우투좌타,서원초-청주중-청주고,19 NC 2차 7라운드 67순위,5시즌,2B,316,3.17,0.45,652,640,553,143,154,18,5,1,185,40,55,17,61,23,0,122,3,12,3,0.278,0.372,0.335,0.707,0.223,98.9,3.61
14222,김범준,2000년 04월 20일,우투우타,대현초-제일중-대구고,19 NC 2차 5라운드 47순위,2시즌,LF,6,-0.16,0.00,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0.000,0.000,0.000,0.000,0.000,-142.3,-0.16
14223,박흥식,1962년 01월 05일,좌투좌타,대구중-신일고-한양대,85 MBC 1차,9시즌,CF,660,10.08,0.16,2399,2344,2024,252,519,65,25,12,670,189,73,45,261,46,2,218,36,53,15,0.256,0.352,0.331,0.683,0.108,98.1,10.24
14224,터커,1990년 07월 06일,좌투좌타,미국 Florida(대),19 KIA 자유선발,3시즌,RF,364,9.28,-1.60,1569,1566,1367,192,388,97,1,50,637,222,0,2,175,20,4,177,36,0,7,0.284,0.372,0.466,0.838,0.123,126.9,7.69
14225,윌슨,1990년 07월 29일,우투우타,-,19 롯데 자유선발,1시즌,3B,68,1.19,-0.10,268,268,231,21,58,15,0,9,100,37,1,2,31,5,0,60,8,0,1,0.251,0.351,0.433,0.784,0.078,115.9,1.09
14226,스몰린스키,1989년 02월 09일,우투우타,-,19 NC 자유선발,1시즌,RF,55,0.35,-0.03,228,228,205,32,47,14,1,9,90,42,3,1,16,5,0,31,7,0,2,0.229,0.298,0.439,0.737,0.140,95.7,0.33
14228,페게로,1987년 02월 22일,좌투좌타,-,19 LG 자유선발,1시즌,1B,52,1.28,-0.22,214,214,199,24,57,10,0,9,94,44,2,1,12,2,0,63,2,0,1,0.286,0.332,0.472,0.804,0.112,126.0,1.06
14230,윌리엄슨,1990년 07월 15일,우투우타,-,19 삼성 자유선발,1시즌,RF,40,0.42,-0.53,168,168,154,19,42,7,1,4,63,15,0,1,13,0,0,50,2,0,1,0.273,0.327,0.409,0.736,0.113,95.2,-0.12
14231,최기문,1973년 06월 10일,우투우타,화곡초-충암중-충암고-원광대,96 OB 1차,13시즌,C,1075,6.51,8.86,2953,2861,2595,307,681,124,17,35,944,270,46,30,216,47,10,322,42,82,13,0.262,0.329,0.364,0.693,0.107,83.7,15.37
14566,허문회,1972년 02월 12일,좌투좌타,부산중앙초-초량중-부산공고-경성대,94 해태 2차 1라운드 9순위,10시즌,1B,523,3.08,-3.05,1131,1116,1018,87,274,37,2,20,375,129,9,11,76,15,2,140,29,12,9,0.269,0.326,0.368,0.694,0.078,87.9,0.03
14570,장규빈,2001년 04월 21일,우투우타,갈산초-신월중-경기고,20 두산 2차 1라운드 9순위,1시즌,C,3,-0.02,0.00,4,4,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.250,0.250,0.250,0.500,0.250,15.1,-0.02
14571,안권수,1993년 04월 19일,우투좌타,-,20 두산 2차 10라운드 99순위,4시즌,LF,326,1.00,0.67,664,653,586,112,163,13,4,2,190,56,24,12,61,2,1,88,11,11,4,0.278,0.346,0.324,0.670,0.172,90.1,1.67
14577,김병휘,2001년 02월 16일,우투우타,효제초-홍은중-장충고,20 키움 2차 4라운드 37순위,5시즌,2B,59,-0.10,-0.34,110,109,95,14,16,4,0,1,23,4,0,0,9,5,0,38,0,1,0,0.168,0.275,0.242,0.517,0.128,46.2,-0.44
14578,문찬종,1991년 03월 23일,우투양타,용산-선린중-충암고,20 키움 2차 6라운드 57순위,2시즌,SS,18,-0.10,-0.01,18,18,15,0,2,0,0,0,2,1,0,0,3,0,0,4,1,0,0,0.133,0.278,0.133,0.411,0.000,22.0,-0.11
14579,모터,1989년 09월 18일,우투우타,-,20 키움 자유선발,1시즌,2B,10,-0.44,-0.03,37,37,35,4,4,0,0,1,7,3,0,0,1,0,0,10,0,0,1,0.114,0.135,0.200,0.335,0.108,-37.5,-0.47
14580,박주홍,2001년 04월 16일,좌투좌타,하남-건대부중-장충고,20 키움 1차,6시즌,LF,211,-1.44,0.12,537,533,466,51,89,18,5,3,126,33,15,3,63,1,1,164,8,3,4,0.191,0.287,0.270,0.557,0.096,57.0,-1.32
14584,현원회,2001년 07월 08일,우투우타,가동초-경상중-대구고,20 SK 2차 4라운드 40순위,3시즌,C,23,-0.06,0.22,63,63,60,6,18,1,0,1,22,6,0,0,3,0,0,17,3,0,0,0.300,0.333,0.367,0.700,0.095,85.3,0.15
14585,김성민,2001년 04월 30일,우투우타,서울학동초-자양중-경기고,20 SK 2차 2라운드 20순위,1시즌,2B,9,0.18,-0.20,16,16,14,4,4,0,0,2,10,4,0,0,1,1,0,3,0,0,0,0.286,0.375,0.714,1.089,0.250,160.1,-0.01
14586,류효승,1996년 07월 16일,우투우타,칠성초-경상중-상원고-성균관대,20 SK 2차 6라운드 60순위,4시즌,LF,39,0.28,-0.18,118,118,107,20,28,5,0,7,54,18,0,1,8,3,0,32,2,0,0,0.262,0.331,0.505,0.836,0.170,117.5,0.11
14587,최지훈,1997년 07월 23일,우투좌타,광주수창초-무등중-광주제일고-동국대,20 SK 2차 3라운드 30순위,6시즌,CF,789,12.42,1.95,3314,3265,2958,454,818,127,34,36,1121,257,156,33,258,30,2,436,27,47,21,0.277,0.339,0.379,0.718,0.139,91.3,14.37
14590,손호영,1994년 08월 23일,우투우타,부곡초-평촌중-충훈고-홍익대,20 LG 2차 3라운드 23순위,6시즌,3B,293,3.53,-1.75,975,960,884,141,248,40,6,26,378,142,21,8,48,20,2,165,24,13,10,0.281,0.328,0.428,0.756,0.147,96.1,1.78
14591,이주형,2001년 04월 02일,우투좌타,해운대-센텀중-경남고,20 LG 2차 2라운드 13순위,4시즌,CF,325,6.30,0.73,1313,1303,1150,172,305,54,8,30,465,141,26,3,106,48,5,294,15,6,3,0.265,0.351,0.404,0.755,0.132,111.2,7.03
14592,라모스,1994년 12월 28일,우투좌타,멕시코 Canyons(대),20 LG 자유선발,2시즌,1B,168,4.78,-0.04,699,698,616,88,165,24,3,46,333,111,2,0,73,6,5,179,9,0,4,0.268,0.349,0.541,0.890,0.126,139.2,4.74
14597,박시원,2001년 05월 30일,우투좌타,광주서림초-광주동성중-광주제일고,20 NC 2차 2라운드 11순위,4시즌,LF,109,-0.41,-0.50,220,217,197,29,44,7,1,3,62,21,4,0,19,0,0,64,3,3,1,0.223,0.290,0.315,0.605,0.134,56.7,-0.92
14599,알테어,1991년 01월 14일,우투우타,미국 Agua Fria(고),20 NC 자유선발,2시즌,CF,279,8.58,-0.24,1111,1108,974,173,268,39,9,63,514,192,42,8,103,23,5,305,16,0,11,0.275,0.355,0.528,0.883,0.156,128.2,8.34
14603,강현우,2001년 04월 13일,우투우타,부천원미-부천중-유신고,20 KT 2차 1라운드 2순위,4시즌,C,137,0.29,-0.55,257,251,223,22,46,10,0,4,68,30,0,1,26,1,0,52,5,6,1,0.206,0.291,0.305,0.596,0.088,64.1,-0.27
14605,윤준혁,2001년 07월 26일,우투우타,은평-충암중-충암고,20 KT 2차 4라운드 32순위,2시즌,SS,41,-0.46,0.06,36,35,34,7,4,3,0,0,7,0,1,0,1,0,0,11,0,1,0,0.118,0.143,0.206,0.349,0.200,-27.9,-0.40
14606,천성호,1997년 10월 30일,우투좌타,광주화정초-충장중-진흥고-단국대,20 KT 2차 2라운드 12순위,4시즌,2B,265,0.78,-0.47,578,573,518,87,136,21,5,2,173,39,12,2,45,9,0,96,7,5,1,0.263,0.332,0.334,0.666,0.152,78.5,0.30
14611,박민,2001년 06월 05일,우투우타,갈산초-성남중-야탑고,20 KIA 2차 1라운드 6순위,5시즌,SS,117,-0.48,0.07,177,174,161,21,33,10,0,1,46,11,1,2,9,4,0,51,2,3,0,0.205,0.264,0.286,0.550,0.121,44.0,-0.41
14612,홍종표,2000년 05월 02일,우투좌타,동막초-영남중-강릉고,20 KIA 2차 2라운드 16순위,4시즌,2B,242,-0.26,-0.32,300,289,265,60,63,7,3,0,76,21,6,6,20,2,0,68,2,11,2,0.238,0.294,0.287,0.581,0.208,52.9,-0.58
14618,김지찬,2001년 03월 08일,우투좌타,이천-모가중-라온고,20 삼성 2차 2라운드 15순위,6시즌,2B,692,11.79,0.30,2315,2250,1972,379,558,47,14,6,651,141,146,20,242,27,2,259,16,63,11,0.283,0.367,0.330,0.697,0.168,92.7,12.09
14629,마차도,1992년 02월 22일,우투우타,베네수엘라 Miguel De Cervantes(고),20 롯데 자유선발,2시즌,SS,278,6.28,1.28,1099,1089,952,162,266,52,2,17,373,125,23,6,112,12,3,125,29,8,15,0.279,0.357,0.392,0.749,0.149,99.4,7.56
14630,살라디노,1989년 07월 20일,우투우타,-,20 삼성 자유선발,1시즌,LF,44,1.45,-0.59,163,163,132,26,37,8,0,6,63,27,6,1,23,7,0,41,3,0,1,0.280,0.411,0.477,0.888,0.160,133.7,0.87
14642,황성빈,1997년 12월 19일,우투좌타,관산초-안산중앙중-소래고-경남대,20 롯데 2차 5라운드 44순위,4시즌,CF,380,3.14,-0.51,1223,1199,1102,221,310,36,18,6,400,72,95,31,83,9,0,184,9,24,5,0.281,0.335,0.363,0.698,0.184,87.1,2.63
14659,한재환,2001년 10월 19일,우투우타,기장-대신중-개성고,20 NC 2차 8라운드 71순위,2시즌,3B,23,-0.20,0.10,40,40,36,3,7,1,0,0,8,5,0,0,2,2,0,17,0,0,0,0.194,0.275,0.222,0.497,0.075,34.2,-0.11
14661,박영빈,1997년 07월 16일,우투좌타,의정부-청량중-충암고-경희대,20 NC 육성선수,3시즌,CF,76,0.05,-0.08,29,27,24,22,5,3,0,0,8,2,10,5,3,0,0,11,0,2,0,0.208,0.296,0.333,0.629,0.815,69.6,-0.03
14675,김수인,1997년 10월 19일,우투우타,광주화정초-자양중-신일고-중앙대,20 LG 육성선수,1시즌,2B,4,-0.07,-0.06,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.000,0.000,0.000,0.000,0.000,-136.0,-0.13
14680,함창건,2001년 08월 18일,좌투좌타,백운초-충암중-충암고,20 LG 2차 7라운드 63순위,2시즌,LF,30,-0.39,0.31,53,52,46,5,8,2,0,0,10,2,0,0,5,0,0,12,2,1,1,0.174,0.250,0.217,0.467,0.096,23.2,-0.08
14686,박정우,1996년 03월 21일,우투좌타,중대초-배명중-배명고,15 KIA 2차 8라운드 82순위,1시즌,C,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00
14690,이인한,1998년 12월 24일,우투우타,광주대성초-심석중-강릉고-강릉영동대,20 KIA 2차 9라운드 86순위,2시즌,CF,9,0.10,0.01,5,5,4,0,2,0,0,0,2,2,0,0,0,1,0,1,0,0,0,0.500,0.600,0.500,1.100,0.000,217.3,0.11
14692,이거연,1997년 06월 15일,우투우타,용산-언북중-휘문고-홍익대,20 SK 2차 9라운드 90순위,1시즌,1B,8,-0.07,0.00,10,10,8,1,1,0,0,0,1,0,0,0,2,0,0,6,0,0,0,0.125,0.300,0.125,0.425,0.100,28.1,-0.07
14695,신준우,2001년 06월 21일,우투우타,대구수창초-경운중-대구고,20 키움 2차 2라운드 17순위,4시즌,2B,157,-0.32,-0.02,124,121,103,17,15,6,0,0,21,4,0,1,11,6,0,45,1,3,1,0.146,0.264,0.204,0.468,0.141,30.6,-0.34
14699,전의산,2000년 11월 25일,우투좌타,수영초-개성중-경남고,20 SK 2차 1라운드 10순위,3시즌,1B,167,-0.39,-0.65,482,480,432,50,92,21,1,18,169,69,0,3,44,3,3,139,10,0,3,0.213,0.288,0.391,0.679,0.104,79.0,-1.05
14704,박정현,2001년 07월 27일,우투우타,부천북초-부천중-유신고,20 한화 2차 8라운드 78순위,5시즌,SS,199,-0.70,0.61,519,511,480,51,107,17,1,6,144,41,7,1,27,3,0,142,7,8,1,0.223,0.268,0.300,0.568,0.100,48.7,-0.09
14706,임종찬,2001년 09월 28일,우투좌타,우암초-청주중-북일고,20 한화 2차 3라운드 28순위,5시즌,RF,155,-1.96,-0.41,421,418,379,28,69,15,2,5,103,35,2,4,35,3,1,142,7,3,1,0.182,0.256,0.272,0.528,0.067,37.3,-2.37
14707,최인호,2000년 01월 30일,우투좌타,송정동초-광주동성중-포철고,20 한화 2차 6라운드 58순위,5시즌,LF,297,1.29,0.78,850,842,743,92,193,33,5,10,266,83,7,1,76,15,0,159,14,8,8,0.260,0.337,0.358,0.695,0.109,89.2,2.07
14716,김한별,2001년 01월 18일,우투우타,효제초-선린중-배재고,20 NC 2차 7라운드 61순위,4시즌,SS,219,-0.19,-0.06,250,244,226,30,57,3,1,0,62,12,1,4,9,9,0,43,10,6,0,0.252,0.307,0.274,0.581,0.123,59.1,-0.25
14720,문상준,2001년 03월 14일,우투우타,가동초-휘문중-휘문고,20 KT 2차 8라운드 72순위,2시즌,2B,4,0.01,-0.16,8,8,8,1,2,1,0,0,3,0,0,0,0,0,0,6,0,0,0,0.250,0.250,0.375,0.625,0.125,56.2,-0.15
14736,박지훈,2000년 09월 07일,우투우타,김해삼성초-경남중-마산고,20 두산 2차 5라운드 49순위,4시즌,2B,103,0.86,-0.10,92,91,81,20,28,6,0,1,37,12,5,1,8,2,0,24,1,1,0,0.346,0.418,0.457,0.875,0.220,155.6,0.76
14737,오명진,2001년 09월 04일,우투좌타,대전신흥초-한밭중-북일고,20 두산 2차 6라운드 59순위,4시즌,SS,116,1.01,0.45,380,372,339,39,87,14,4,4,121,42,5,3,28,3,1,97,3,7,3,0.257,0.316,0.357,0.673,0.105,85.5,1.46
14738,양찬열,1997년 05월 25일,우투좌타,서울상수초-건대부중-장충고-단국대,20 두산 2차 8라운드 79순위,4시즌,LF,113,0.38,0.52,231,230,200,37,47,6,2,3,66,22,3,2,27,2,0,49,3,1,1,0.235,0.330,0.330,0.660,0.161,90.5,0.91
14741,반즈,1986년 05월 15일,우투우타,-,20 한화 자유선발,1시즌,RF,74,1.13,0.30,319,318,283,38,75,17,1,9,121,42,2,1,27,7,1,81,4,0,2,0.265,0.342,0.428,0.770,0.120,105.4,1.44
14742,러셀,1994년 01월 23일,우투우타,-,20 키움 자유선발,2시즌,SS,124,1.52,-0.31,510,510,464,42,125,25,1,6,170,73,3,0,39,3,2,76,11,0,4,0.269,0.327,0.366,0.693,0.082,88.4,1.21
14743,팔카,1991년 10월 28일,좌투좌타,-,20 삼성 자유선발,1시즌,DH,51,-0.75,-0.49,217,217,196,17,41,7,0,8,72,23,2,0,18,0,0,58,5,0,3,0.209,0.272,0.367,0.639,0.078,56.2,-1.24
14744,화이트,1990년 10월 29일,우투우타,-,20 SK 자유선발,1시즌,1B,9,0.04,0.00,30,30,22,3,3,1,0,1,7,4,0,0,6,2,0,1,0,0,0,0.136,0.367,0.318,0.685,0.100,95.5,0.04
14752,알몬테,1989년 06월 10일,우투양타,도미니카 Cenapec(고),21 KT 자유선발,1시즌,LF,60,0.42,-0.24,250,250,225,18,61,9,0,7,91,36,1,0,22,1,0,50,9,0,2,0.271,0.336,0.404,0.740,0.072,96.8,0.18
14757,피렐라,1989년 11월 21일,우투우타,베네수엘라 Manuel Segundo Sanchez(고),21 삼성 자유선발,3시즌,LF,420,11.32,-1.54,1856,1843,1671,270,509,86,7,73,828,286,30,15,154,24,19,239,47,0,7,0.305,0.370,0.496,0.866,0.147,135.1,9.78
14761,힐리,1992년 01월 10일,우투우타,미국 Oregon(대),21 한화 자유선발,1시즌,1B,67,-0.03,0.27,268,268,249,27,64,11,1,7,98,37,2,1,16,2,0,58,6,0,1,0.257,0.306,0.394,0.700,0.101,86.3,0.24
14762,프레이타스,1989년 03월 18일,우투우타,미국 Elk Grove(고),21 키움 자유선발,1시즌,1B,43,-0.31,-0.22,148,148,139,13,36,10,0,2,52,14,0,0,7,1,0,29,7,0,1,0.259,0.297,0.374,0.671,0.088,76.3,-0.53
14765,김주원,2002년 07월 30일,우투양타,삼일초-안산중앙중-유신고,21 NC 2차 1라운드 6순위,5시즌,SS,570,14.76,1.98,2088,2055,1766,270,448,69,16,49,696,231,91,25,205,72,4,474,28,32,13,0.254,0.353,0.394,0.747,0.131,108.8,16.74
14766,오태양,2002년 04월 25일,우투우타,방배초-대치중-청원고,21 NC 2차 5라운드 46순위,4시즌,SS,51,-0.21,-0.13,21,21,19,15,3,0,0,0,3,1,7,6,1,1,0,7,0,0,0,0.158,0.238,0.158,0.396,0.714,9.8,-0.34
14767,오장한,2002년 05월 20일,우투좌타,희망대초-매향중-장안고,21 NC 2차 3라운드 26순위,2시즌,RF,4,-0.04,0.02,9,9,8,2,1,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0.125,0.222,0.125,0.347,0.222,-5.8,-0.03
14771,안재석,2002년 02월 15일,우투좌타,성내초-배재중-서울고,21 두산 1차,4시즌,SS,257,2.15,1.22,703,697,634,83,156,36,4,10,230,56,9,1,49,8,2,163,12,5,7,0.246,0.305,0.363,0.668,0.119,83.5,3.37
14773,강현구,2002년 06월 16일,우투우타,도림초-동산중-인천고,21 두산 2차 3라운드 30순위,2시즌,LF,4,0.05,-0.22,7,7,5,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0.200,0.429,0.200,0.629,0.000,116.8,-0.17
14777,권동진,1998년 09월 12일,우투좌타,제주신광초-세광중-세광고-원광대,21 KT 2차 1라운드 5순위,4시즌,2B,266,0.79,-0.26,445,437,385,67,85,18,4,2,117,35,10,4,50,1,0,139,8,8,1,0.221,0.311,0.304,0.615,0.153,72.0,0.52
14778,유준규,2002년 08월 16일,우투좌타,군산신풍초-군산중-군산상고,21 KT 2차 3라운드 25순위,2시즌,2B,42,-0.15,-0.08,57,56,48,16,7,2,0,0,9,3,2,1,8,0,0,19,0,1,0,0.146,0.268,0.188,0.456,0.286,35.3,-0.23
14779,김건형,1996년 07월 12일,우투좌타,Lesbois(중)-Timberline(고)-Boise State(대),21 KT 2차 8라운드 75순위,3시즌,LF,26,-0.39,-0.20,65,64,58,6,10,2,0,0,12,1,1,0,7,0,1,14,0,0,0,0.172,0.262,0.207,0.469,0.094,19.8,-0.58
14783,이영빈,2002년 06월 17일,우투좌타,대전중구-충남중-세광고,21 LG 2차 1라운드 7순위,4시즌,SS,207,-0.12,-0.15,398,393,359,60,79,15,1,8,120,42,7,4,27,3,0,131,5,5,4,0.220,0.277,0.334,0.611,0.153,60.9,-0.27
14785,김휘집,2002년 01월 01일,우투우타,양목초-대치중-신일고,21 키움 2차 1라운드 9순위,5시즌,SS,538,8.46,-1.00,1979,1960,1689,237,408,77,4,50,643,224,15,5,192,58,1,443,39,18,22,0.242,0.336,0.381,0.717,0.121,98.0,7.47
14790,권다결,2002년 01월 23일,우투우타,중대초-잠신중-신일고,21 KIA 2차 4라운드 34순위,2시즌,C,7,-0.13,-0.09,20,20,20,1,5,0,0,0,5,1,0,0,0,0,0,6,2,0,0,0.250,0.250,0.250,0.500,0.050,20.7,-0.22
14796,손성빈,2002년 01월 14일,우투우타,희망대초-신흥중-장안고,21 롯데 1차,4시즌,C,202,0.04,0.27,342,337,309,47,65,9,2,8,102,39,0,0,22,4,0,74,7,5,2,0.210,0.270,0.330,0.600,0.140,51.5,0.31
14797,나승엽,2002년 02월 15일,우투좌타,남정초-선린중-덕수고,21 롯데 2차 2라운드 11순위,3시즌,3B,286,3.19,-1.32,1009,1002,848,115,225,49,6,18,340,120,2,0,138,9,3,181,15,5,9,0.265,0.371,0.401,0.772,0.115,109.0,1.88
14806,조형우,2002년 04월 04일,우투우타,송정동초-무등중-광주제일고,21 SK 2차 1라운드 8순위,4시즌,C,192,0.22,-0.10,478,473,433,38,96,13,1,6,129,46,0,0,29,8,0,98,7,5,3,0.222,0.281,0.298,0.579,0.080,54.3,0.11
14807,고명준,2002년 07월 08일,우투우타,서원초-세광중-세광고,21 SK 2차 2라운드 18순위,4시즌,1B,241,-1.11,1.07,875,875,820,79,216,33,1,28,335,109,5,4,45,3,1,195,17,0,7,0.263,0.302,0.409,0.711,0.090,78.4,-0.05
14811,장규현,2002년 06월 28일,우투좌타,인천남-동인천중-인천고,21 한화 2차 4라운드 32순위,3시즌,C,18,-0.03,-0.03,21,21,19,1,4,1,0,0,5,1,0,0,2,0,0,5,1,0,0,0.211,0.286,0.263,0.549,0.048,46.4,-0.07
14812,송호정,2002년 03월 10일,우투좌타,수유초-자양중-서울고,21 한화 2차 2라운드 12순위,1시즌,2B,10,-0.13,-0.17,11,11,10,1,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0.000,0.091,0.000,0.091,0.091,-97.2,-0.30
14813,정민규,2003년 01월 10일,우투우타,부산서구-경남중-부산고,21 한화 1차,2시즌,2B,15,-0.45,-0.14,41,41,39,4,5,1,0,0,6,0,0,0,1,1,0,17,1,0,0,0.128,0.171,0.154,0.325,0.098,-26.6,-0.59
14819,이주찬,1998년 09월 21일,우투우타,해운대-센텀중-경남고-동의대,21 롯데 육성선수,2시즌,2B,20,-0.26,-0.29,33,32,31,7,4,1,0,1,8,2,0,0,1,0,0,14,1,1,0,0.129,0.156,0.258,0.414,0.219,-16.3,-0.56
14820,최종은,1998년 10월 12일,우투우타,하남-청량중-장충고-중앙대,21 롯데 육성선수,1시즌,2B,1,-0.02,0.02,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000,0.000,0.000,0.000,0.000,-166.5,0.00
