Id,Name,Birthdate,Handedness,School,Draft,Year,Pos.,G,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,WAR
1147,양승호,1960년 01월 10일,우투우타,신일중-신일고-고려대,83 해태 2차 3라운드 12순위,4시즌,3B,195,-0.05,-0.81,467,460,413,33,92,14,2,4,122,41,5,3,28,13,0,44,16,7,6,0.223,0.289,0.295,0.584,0.072,58.4,-0.86
1148,유성룡,1960년 07월 18일,우투우타,경기고-중앙대,83 MBC 1차,3시즌,3B,38,-0.25,-0.09,72,70,66,4,16,1,0,0,17,12,2,1,1,2,0,12,2,2,1,0.242,0.271,0.258,0.529,0.057,31.1,-0.34
1149,김근석,1962년 06월 18일,우투우타,경북고-고려대,83 삼성 1차,6시즌,2B,395,2.55,-1.00,1133,1108,1020,92,258,45,0,14,345,98,8,14,57,28,0,107,23,25,3,0.253,0.310,0.338,0.648,0.083,81.0,1.55
1150,김동재,1960년 10월 31일,우투우타,계성초-경운중-경북고-연세대,83 삼성 1차,11시즌,2B,585,5.98,-0.07,1498,1466,1326,166,347,63,8,30,516,166,27,26,106,26,4,176,33,28,12,0.262,0.326,0.389,0.715,0.113,97.1,5.91
1151,김문영,1960년 04월 24일,우투우타,선린고-연세대,83 MBC 1차,6시즌,OF,192,-1.79,-0.11,301,300,283,24,53,10,0,1,66,19,4,4,16,1,0,47,8,1,0,0.187,0.233,0.233,0.466,0.080,11.2,-1.90
1152,김석일,1959년 11월 26일,좌투좌타,경남고-중앙대,83 롯데 1차,5시즌,C,225,1.88,1.48,474,466,402,41,94,13,3,6,131,35,8,5,55,7,1,64,6,7,3,0.234,0.334,0.326,0.660,0.088,94.8,3.36
1153,김성호,1960년 03월 26일,우투우타,부산고-건국대,83 롯데 1차,3시즌,IF,159,-1.05,0.12,278,266,247,28,47,6,1,3,64,17,12,5,14,3,0,42,6,12,2,0.190,0.241,0.259,0.500,0.105,30.0,-0.94
1154,김종근,1960년 03월 16일,우투우타,경남고-중앙대,83 롯데 1차,1시즌,IF,12,-0.06,0.04,12,10,10,0,2,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0.200,0.200,0.200,0.400,0.000,14.5,-0.02
1155,김호근,1960년 06월 29일,우투우타,대연초-부산중-부산고-고려대,83 롯데 1차,11시즌,C,693,3.82,1.82,1724,1704,1570,140,375,72,10,26,545,180,9,10,124,7,5,264,51,15,8,0.239,0.296,0.347,0.643,0.082,80.2,5.64
1156,박승호,1958년 02월 09일,좌투좌타,건국대,83 삼성 1차,11시즌,DH,949,21.25,-5.87,2868,2829,2486,312,685,125,5,87,1081,432,20,18,295,51,29,273,53,10,26,0.276,0.361,0.435,0.796,0.110,123.1,15.38
1157,박영태,1959년 08월 25일,우투우타,완월초-마산동중-용마고-동아대,83 롯데 1차,10시즌,2B,682,-0.38,1.03,1524,1472,1345,170,305,40,11,2,373,106,50,24,102,19,1,213,26,51,7,0.227,0.289,0.277,0.566,0.116,58.3,0.65
1158,박철영,1960년 05월 22일,우투우타,배명중-배명고-연세대,83 MBC 1차,6시즌,C,200,0.14,1.27,434,417,379,39,80,19,3,5,120,36,3,4,34,3,0,97,6,17,1,0.211,0.281,0.317,0.598,0.094,64.7,1.41
1159,송일섭,1959년 08월 17일,좌투좌타,청주고,83 OB 1차,8시즌,RF,621,9.61,-1.85,1739,1720,1512,183,389,73,4,39,587,163,15,14,170,40,11,227,31,6,9,0.257,0.346,0.388,0.734,0.106,108.0,7.77
1160,심재원,1953년 07월 30일,우투우타,남부민초-개성중-부산고-성균관대,83 롯데 1차,9시즌,C,552,-1.95,4.23,1265,1238,1128,102,240,27,1,10,299,90,21,9,88,14,0,143,17,26,8,0.213,0.276,0.265,0.541,0.082,44.6,2.28
1161,우경하,1957년 10월 15일,우투우타,경남고-고려대,83 롯데 1차,6시즌,1B,323,-0.31,0.15,932,918,854,77,192,26,3,17,275,70,5,12,39,21,0,136,19,14,4,0.225,0.275,0.322,0.597,0.084,59.1,-0.17
1162,우용득,1950년 02월 13일,우투우타,대구상고,82 삼성 창단 멤버(플레잉코치 겸 선수),1시즌,C,14,-0.16,0.08,20,20,18,0,2,0,0,0,2,1,0,0,2,0,0,5,0,0,0,0.111,0.200,0.111,0.311,0.000,-15.0,-0.08
1163,이광길,1960년 08월 04일,우투우타,한밭중-대전고-인하대,83 삼미 2차 3라운드 10순위,9시즌,2B,567,5.53,-1.37,1546,1490,1256,148,288,56,7,7,379,120,48,36,206,19,2,183,32,54,11,0.229,0.344,0.302,0.646,0.099,93.7,4.15
1164,이선웅,1961년 02월 11일,우투우타,선린고-인하대,83 OB 1차,10시즌,3B,879,7.04,1.56,2974,2911,2633,223,666,102,7,23,851,282,35,25,233,32,9,250,99,54,22,0.253,0.319,0.323,0.642,0.077,80.6,8.60
1165,이성수,1960년 10월 23일,좌투좌타,충암고,83 MBC 1차,3시즌,OF,57,-0.30,0.37,97,93,85,12,16,3,1,0,21,8,6,4,7,1,0,12,0,4,0,0.188,0.258,0.247,0.505,0.129,37.3,0.07
1166,이영구,1954년 12월 24일,우투우타,-,83 삼미 자유계약,3시즌,2B,277,6.29,0.76,1128,1099,992,119,268,62,2,13,373,104,13,14,96,10,6,63,29,21,7,0.270,0.338,0.376,0.714,0.108,110.3,7.05
1167,장진범,1959년 01월 02일,우투우타,광주서림초-진흥고-영남대,83 해태 1차,5시즌,3B,144,-0.55,-1.04,226,224,214,18,49,9,0,0,58,22,4,4,7,2,0,25,9,2,1,0.229,0.259,0.271,0.530,0.080,43.5,-1.59
1168,정진호,1956년 06월 23일,우투우타,포항초-경상중-경북고-연세대,83 삼성 1차,8시즌,2B,452,2.79,0.60,1193,1162,1035,110,261,43,4,6,330,89,25,25,103,14,1,142,25,30,11,0.252,0.325,0.319,0.644,0.095,84.7,3.40
1169,조종규,1955년 10월 08일,우투우타,군산상고-건국대,83 해태 1차,2시즌,C,53,-0.61,0.00,55,54,48,2,3,0,0,1,6,1,1,0,5,2,1,16,2,0,0,0.063,0.182,0.125,0.307,0.037,-43.2,-0.61
1170,최홍석,1960년 03월 28일,우투우타,신일고-고려대,83 MBC 1차,7시즌,OF,312,0.93,-1.37,669,664,611,42,146,22,0,8,192,62,2,0,40,9,0,97,24,5,4,0.239,0.294,0.314,0.608,0.063,67.5,-0.45
1171,홍승규,1960년 06월 20일,좌투좌타,대구상고-성균관대,83 삼성 1차,8시즌,LF,502,4.07,-1.18,1355,1323,1199,173,303,46,5,18,413,98,39,36,115,8,1,167,16,29,2,0.253,0.322,0.344,0.666,0.131,91.8,2.89
1172,황병일,1960년 03월 22일,우투우타,포항중-경북고-건국대,83 삼성 1차,8시즌,2B,372,0.71,-0.76,768,755,676,67,149,26,5,9,212,64,16,16,64,10,1,124,20,12,6,0.220,0.295,0.314,0.609,0.089,71.6,-0.05
1193,김상훈,1960년 07월 06일,좌투좌타,이문초-동대문중-동대문상고-동아대,84 MBC 1차,12시즌,1B,1143,31.16,-9.99,4544,4499,4100,449,1181,210,31,72,1669,572,50,25,356,38,37,455,112,8,42,0.288,0.347,0.407,0.754,0.100,117.6,21.17
1194,홍문종,1954년 11월 14일,좌투좌타,-,84 롯데 자유계약,7시즌,RF,694,17.97,2.36,2776,2721,2434,338,672,121,23,43,968,258,161,84,281,16,24,225,25,31,14,0.276,0.353,0.398,0.751,0.124,118.5,20.33
1195,김민호,1961년 04월 28일,좌투좌타,부산성서초-부산동성중-부산고-동국대,84 롯데 1차,13시즌,1B,1208,35.36,-5.35,4357,4280,3778,488,1050,221,27,106,1643,606,64,29,491,27,54,561,77,23,38,0.278,0.362,0.435,0.797,0.114,129.4,30.01
1196,김성래,1961년 12월 03일,우투우타,대구옥산초-경운중-경북고-연세대,84 삼성 1차,17시즌,2B,1279,37.74,-4.33,4314,4249,3633,490,1008,171,10,147,1640,595,24,23,502,95,20,620,88,44,39,0.277,0.376,0.451,0.827,0.115,133.2,33.41
1197,김이수,1960년 08월 04일,좌투좌타,부산상고-한양대,83 삼성 2차 2라운드 4순위,3시즌,OF,118,-1.03,0.07,166,166,155,25,26,6,1,2,40,10,7,7,9,1,0,29,2,0,1,0.168,0.217,0.258,0.475,0.151,19.9,-0.96
1198,김한조,1962년 01월 25일,좌투우타,경남고-동아대,84 롯데 1차,5시즌,OF,226,0.81,0.54,407,396,348,38,75,12,1,6,107,36,4,3,44,2,0,61,5,8,2,0.216,0.306,0.307,0.613,0.096,76.5,1.35
1199,송일수,1950년 12월 13일,우투우타,국외,83 삼성 자유선발,3시즌,C,160,-0.36,0.77,400,381,351,38,78,13,2,4,107,40,2,7,22,5,0,40,9,18,3,0.222,0.276,0.305,0.581,0.100,59.7,0.41
1200,조성옥,1961년 08월 25일,좌투좌타,대연초-부산동성중-부산고-동아대,84 롯데 1차,12시즌,RF,920,5.73,0.81,2545,2419,2148,227,532,78,17,5,659,210,38,43,229,24,6,218,30,119,24,0.248,0.324,0.307,0.631,0.094,83.2,6.55
1201,강정남,1960년 08월 14일,좌투좌타,광주동성고-동국대,84 해태 1차,1시즌,1B,26,-0.62,-0.01,54,53,50,5,5,3,0,0,8,2,0,0,2,1,0,13,0,1,0,0.100,0.151,0.160,0.311,0.094,-37.6,-0.63
1202,김경표,1960년 04월 29일,우투우타,신일고-한양대,84 MBC 1차,6시즌,2B,245,0.81,0.01,478,468,413,45,97,12,4,3,126,36,16,8,50,2,4,68,8,6,7,0.235,0.316,0.305,0.621,0.096,74.7,0.82
1203,김광림,1961년 03월 09일,좌투좌타,충남중-공주고-고려대,84 OB 1차,16시즌,CF,1638,32.02,6.98,5462,5282,4761,619,1358,194,50,35,1757,432,170,101,480,24,24,537,57,145,41,0.285,0.351,0.369,0.720,0.117,111.9,39.00
1204,김명구,1961년 05월 15일,우투우타,공주고,84 OB 1차,5시즌,OF,122,-0.61,0.34,108,105,94,6,16,0,0,1,19,5,2,1,9,0,0,15,0,3,2,0.170,0.238,0.202,0.440,0.057,12.6,-0.26
1205,김성호,1955년 09월 01일,우투우타,영남대,84 OB 1차,3시즌,C,36,-0.10,0.19,39,37,32,1,5,1,0,0,6,0,0,0,4,1,0,7,0,2,0,0.156,0.270,0.188,0.458,0.027,30.3,0.08
1206,김영균,1961년 07월 12일,우투우타,서울고-연세대,84 MBC 1차,5시즌,OF,213,1.21,-0.10,454,448,394,34,91,17,1,7,131,39,5,4,45,10,3,69,20,3,2,0.231,0.324,0.332,0.656,0.076,82.5,1.11
1207,김진근,1956년 03월 16일,좌투좌타,성균관대,84 롯데 1차,4시즌,OF,111,-0.65,-0.40,87,87,82,21,14,2,0,1,19,6,4,4,4,1,0,9,6,0,0,0.171,0.218,0.232,0.450,0.241,7.6,-1.05
1208,박해종,1952년 09월 09일,우투우타,연세대,84 OB 신고선수,2시즌,C,44,-0.10,0.09,95,95,84,2,18,3,0,0,21,11,0,0,8,1,0,10,3,0,2,0.214,0.284,0.250,0.534,0.021,48.3,-0.01
1209,배원영,1962년 01월 15일,우투우타,세광고-건국대,84 OB 1차,2시즌,C,7,0.00,0.01,3,3,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.000,0.333,0.000,0.333,0.333,46.6,0.01
1210,사인상,1960년 12월 18일,우투우타,동대문상고,8순위,2시즌,DH,10,-0.01,-0.01,9,9,9,1,2,1,0,0,3,0,0,0,0,0,0,4,0,0,0,0.222,0.222,0.333,0.555,0.111,49.4,-0.02
1211,유제룡,1956년 08월 11일,우투우타,휘문고,84 MBC 1차,2시즌,OF,77,-0.73,0.27,187,181,167,17,34,3,1,0,39,8,5,5,14,0,0,23,3,6,0,0.204,0.265,0.234,0.499,0.094,33.2,-0.47
1212,이삼열,1955년 03월 10일,우투우타,대구상고,84 OB 자유계약,1시즌,IF,4,-0.05,0.01,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,-168.1,-0.04
1213,이석규,1957년 02월 13일,우투우타,용마고-동아대,84 롯데 1차,2시즌,2B,72,-0.09,-0.33,128,124,109,12,18,3,0,2,27,8,1,0,15,0,0,22,5,4,0,0.165,0.266,0.248,0.514,0.097,49.1,-0.42
1214,정성룡,1964년 05월 19일,좌투좌타,포철공고,84 삼성 1차,11시즌,OF,533,6.27,-0.05,1202,1195,1015,117,231,46,1,27,360,125,9,5,158,12,1,206,19,5,11,0.228,0.335,0.355,0.690,0.098,101.1,6.22
1215,정인교,1957년 12월 23일,우투우타,마산월포초-마산중-부산고-성균관대,84 롯데 1차,4시즌,C,48,-0.58,-0.34,65,64,58,3,8,1,0,0,9,4,0,0,4,2,0,10,6,1,0,0.138,0.219,0.155,0.374,0.047,-16.3,-0.91
1216,홍신차,1959년 01월 03일,우투우타,-,84 OB 자유계약,2시즌,DH,111,1.19,-0.72,202,201,184,14,52,7,0,4,71,28,1,2,16,1,1,19,6,0,1,0.283,0.342,0.386,0.728,0.070,112.3,0.47
1217,홍희섭,1957년 02월 08일,우투우타,군산남중-중앙고-성균관대,84 OB 1차 8순위,2시즌,DH,17,0.26,-0.02,13,13,13,3,6,1,0,0,7,1,0,0,0,0,0,3,0,0,0,0.462,0.462,0.538,1.000,0.231,225.9,0.25
1234,김명성,1961년 08월 24일,좌투좌타,인천고-인하대,85 삼미 1차,2시즌,OF,92,-0.80,0.74,155,151,134,16,23,3,1,0,28,7,2,6,15,1,0,21,1,3,1,0.172,0.258,0.209,0.467,0.106,32.0,-0.06
1235,김성갑,1962년 05월 03일,우투우타,대구수창초-경상중-대구상고-건국대,85 삼성 1차,11시즌,3B,942,5.43,1.06,2857,2735,2416,296,567,90,11,14,721,218,78,47,263,41,1,298,46,121,16,0.235,0.318,0.298,0.616,0.108,77.8,6.49
1236,김영신,1961년 11월 09일,우투우타,원주중-동국대,85 OB 1차,2시즌,C,25,-0.37,0.06,33,33,32,1,5,0,0,0,5,2,0,0,1,0,0,5,1,0,0,0.156,0.182,0.156,0.338,0.030,-34.8,-0.31
1237,김용국,1962년 06월 21일,우투우타,대구수창초-경상중-대구상고-한양대,85 삼성 1차,11시즌,3B,1092,12.05,-3.38,3457,3396,3018,359,753,123,9,46,1032,358,50,34,324,20,4,392,77,57,38,0.250,0.323,0.342,0.665,0.106,91.2,8.67
1238,김태업,1962년 02월 19일,우투우타,광주서림초-전남중-광주상고-연세대,85 해태 1차,1시즌,OF,35,-0.39,-0.11,53,51,47,6,7,2,0,0,9,3,2,1,4,0,0,12,2,2,0,0.149,0.216,0.191,0.407,0.118,3.7,-0.51
1239,김형석,1962년 08월 18일,좌투좌타,신일중-신일고-중앙대,85 OB 1차,14시즌,RF,1417,33.84,-8.05,5413,5327,4866,548,1345,221,44,119,2011,656,45,45,454,20,59,687,127,26,46,0.276,0.338,0.413,0.751,0.103,113.8,25.79
1240,박기수,1959년 11월 27일,우투우타,군산상고-원광대,85 OB 2차 2라운드,1시즌,IF,4,-0.11,0.02,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,-172.9,-0.09
1241,박명운,1959년 07월 17일,우투우타,중앙대,83 삼미 1차,1시즌,C,2,-0.05,0.02,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,-167.9,-0.04
1242,박희찬,1963년 05월 01일,우투우타,경남고-동아대,85 롯데 1차,4시즌,C,26,0.14,0.11,30,30,25,3,6,1,0,0,7,1,0,0,4,1,0,8,0,0,0,0.240,0.367,0.280,0.647,0.100,88.9,0.25
1243,안언학,1962년 01월 06일,우투우타,대구중-중앙고-고려대,85 MBC 1차 1순위,3시즌,3B,130,-0.78,-0.64,303,297,269,21,53,9,0,1,65,21,1,0,22,5,0,62,7,6,1,0.197,0.269,0.242,0.511,0.071,34.0,-1.42
1244,양후승,1961년 09월 11일,우투우타,숭의초-동인천중-인천고-인하대,85 삼미 1차 2순위,7시즌,DH,388,0.93,-0.16,531,515,450,83,101,15,3,6,140,32,17,18,62,3,1,103,7,15,1,0.224,0.322,0.311,0.633,0.161,85.0,0.77
1245,유고웅,1958년 12월 21일,우투우타,-,85 MBC 재일교포 자유계약,4시즌,2B,336,2.95,-0.27,1177,1146,1024,112,251,31,6,11,327,91,43,21,106,5,1,93,19,30,12,0.245,0.316,0.319,0.635,0.098,81.5,2.68
1246,유지홍,1962년 04월 24일,우투우타,선린고-고려대,85 MBC 1차 6순위,6시즌,1B,265,-0.35,-0.75,561,553,513,40,127,17,0,2,150,41,8,9,32,6,1,69,9,7,3,0.248,0.298,0.292,0.590,0.072,59.2,-1.10
1247,윤덕규,1963년 02월 25일,좌투좌타,대광고,85 MBC 1차 5순위,13시즌,LF,1275,28.33,-2.15,4545,4477,4073,480,1161,192,48,47,1590,438,73,55,368,27,22,490,97,46,31,0.285,0.346,0.390,0.736,0.107,114.5,26.17
1248,이동완,1962년 02월 14일,우투우타,부산상고-동아대,85 롯데 1차,1시즌,IF,17,-0.43,0.06,27,27,24,0,2,0,0,0,2,1,0,0,2,0,0,9,0,0,1,0.083,0.148,0.083,0.231,0.000,-72.3,-0.37
1249,이병억,1962년 01월 05일,우투우타,인천고-연세대,85 삼미 1차,2시즌,3B,24,-0.21,0.03,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.000,0.000,0.000,0.000,0.000,-164.5,-0.18
1250,이순철,1961년 04월 18일,우투우타,광주서림초-광주상고-연세대,85 해태 1차,14시즌,CF,1388,34.56,-2.53,5522,5420,4775,768,1252,217,30,145,1964,612,371,145,544,81,17,689,130,85,37,0.262,0.345,0.411,0.756,0.142,114.9,32.03
1251,이승희,1959년 04월 03일,우투우타,서울고-한양대,85 OB 1차,7시즌,3B,558,5.62,-0.02,1488,1449,1311,163,338,48,22,17,481,120,35,26,126,6,1,233,29,38,7,0.258,0.324,0.367,0.691,0.113,95.3,5.60
1252,이종두,1962년 04월 05일,우투우타,삼덕초-경상중-대구상고-한양대,85 삼성 1차,13시즌,RF,1054,24.16,-7.66,3580,3521,3133,498,845,132,20,105,1332,438,127,59,319,44,5,499,80,54,30,0.270,0.343,0.425,0.768,0.141,118.3,16.50
1253,임창호,1959년 01월 05일,우투우타,광주제일고-건국대,85 해태 신고선수,1시즌,OF,4,-0.03,0.00,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,-172.7,-0.02
1254,최재은,1961년 08월 24일,우투우타,동대문상고,85 삼미 1차,1시즌,OF,4,-0.05,0.00,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.000,0.000,0.000,0.000,0.000,-164.3,-0.05
1255,탁재원,1962년 01월 14일,우투우타,충암고-중앙대,85 OB 2차 3라운드,1시즌,IF,10,0.02,0.04,17,15,14,0,4,1,0,0,5,0,0,1,1,0,0,1,0,2,0,0.286,0.333,0.357,0.690,0.000,103.7,0.07
1256,한영준,1962년 11월 14일,우투우타,부산중-부산고-고려대,85 롯데 1차,12시즌,3B,1009,17.43,0.69,3421,3315,2838,385,717,126,17,48,1021,314,93,62,400,64,12,345,65,94,25,0.253,0.355,0.360,0.715,0.116,106.9,18.12
1257,홍순호,1962년 01월 21일,좌투좌타,경북고,85 삼성 1차,3시즌,1B,29,-0.18,-0.23,32,32,28,3,3,1,1,0,6,1,0,0,4,0,0,3,2,0,0,0.107,0.219,0.214,0.433,0.094,9.9,-0.41
1269,전대영,1962년 01월 10일,우투우타,충남중-북일고-동아대,85 빙그레 1차,9시즌,2B,585,11.75,-3.32,1472,1459,1292,149,351,54,6,52,573,220,12,5,147,9,1,231,41,12,12,0.272,0.347,0.443,0.790,0.102,125.4,8.43
1270,김평호,1963년 12월 23일,우투우타,군산초-군산남중-군산상고-동국대,86 해태 1차,5시즌,CF,461,0.33,-0.12,873,838,736,103,162,27,4,6,215,60,62,37,92,8,1,110,13,34,3,0.220,0.312,0.292,0.604,0.123,72.0,0.21
1271,장채근,1964년 03월 28일,우투우타,송정동초-광주동성중-광주상고-성균관대,86 해태 1차,10시즌,C,734,10.41,3.59,2287,2245,1979,237,452,74,0,97,817,285,6,7,240,18,4,368,68,38,12,0.228,0.316,0.413,0.729,0.106,99.4,14.01
1272,구윤,1963년 06월 18일,좌투좌타,경북고-중앙대,86 삼성 1차,9시즌,RF,399,1.89,-0.61,1079,1062,971,101,240,49,2,13,332,104,21,23,75,14,5,260,13,12,7,0.247,0.308,0.342,0.650,0.095,81.9,1.27
1273,도이석,1961년 09월 13일,우투우타,대구고-영남대,85 OB 1차,2시즌,CF,72,-0.11,-0.01,42,42,36,15,5,3,0,0,8,6,2,1,6,0,0,7,1,0,0,0.139,0.262,0.222,0.484,0.357,35.6,-0.12
1274,박창언,1958년 11월 28일,우투우타,-,86 OB 재일교포 자유계약,1시즌,3B,47,-0.09,-0.02,148,142,139,10,34,6,1,0,42,11,4,2,2,0,0,35,3,6,1,0.245,0.254,0.302,0.556,0.070,52.1,-0.11
1275,이복근,1962년 04월 21일,우투우타,충암고-경희대,86 OB 1차,6시즌,SS,267,-0.42,1.98,504,498,448,37,94,20,2,6,136,45,2,5,41,2,0,124,3,6,7,0.210,0.275,0.304,0.579,0.074,54.2,1.56
1276,강정길,1962년 07월 25일,좌투좌타,경북고-영남대,85 삼성 1차,10시즌,1B,1039,18.91,-9.68,3337,3282,2871,302,765,134,9,52,1073,387,27,32,351,45,17,362,83,38,32,0.266,0.352,0.374,0.726,0.092,109.6,9.24
1277,고광수,1963년 07월 19일,우투우타,-,86 청보 자유계약,2시즌,3B,10,-0.09,0.04,10,10,9,0,1,0,0,0,1,1,0,0,1,0,0,3,0,0,0,0.111,0.200,0.111,0.311,0.000,-19.9,-0.06
1278,고원부,1962년 04월 17일,우투우타,-,86 빙그레 자유선발,7시즌,RF,594,14.16,-4.31,2170,2134,1881,239,526,71,9,37,726,245,52,33,229,16,9,159,59,27,17,0.280,0.360,0.386,0.746,0.112,115.9,9.84
1279,김경갑,1960년 02월 01일,우투우타,충암고-영남대,86 청보 2차,2시즌,SS,105,1.01,0.92,200,200,179,14,43,5,0,6,66,26,1,0,19,0,0,32,4,0,2,0.240,0.310,0.369,0.679,0.070,97.5,1.93
1280,김경호,1963년 04월 07일,우투우타,인하대,86 해태 1차,1시즌,IF,4,-0.10,0.01,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000,0.000,0.000,0.000,0.000,-173.3,-0.09
1281,김동기,1964년 03월 05일,우투우타,동인천중-인천고-인하대,86 청보 1차 1순위,11시즌,C,1019,26.41,4.96,3621,3558,3101,422,812,166,9,108,1320,435,34,34,414,60,28,583,94,35,11,0.262,0.359,0.426,0.785,0.119,123.6,31.38
1282,김상국,1963년 04월 05일,우투우타,한밭중-북일고-한양대,86 빙그레 1차 2순위,12시즌,C,1094,13.48,5.31,3052,2994,2663,270,673,102,16,57,978,334,36,26,295,19,12,327,83,46,29,0.253,0.328,0.367,0.695,0.090,98.3,18.80
1283,김성수,1962년 05월 07일,우투우타,인천체대,86 MBC 2차,4시즌,OF,43,-0.55,0.15,54,52,49,2,7,2,0,0,9,0,1,1,2,1,0,8,0,2,0,0.143,0.192,0.184,0.376,0.039,-23.2,-0.40
1284,김성현,1963년 08월 21일,우투우타,대연초-부산중-부산고-연세대,86 롯데 1차 2순위,10시즌,C,626,6.35,2.85,1673,1638,1491,156,381,49,12,35,559,199,16,13,118,20,9,265,39,26,18,0.256,0.315,0.375,0.690,0.095,92.3,9.20
1285,김수길,1963년 02월 01일,우투우타,대전고-한양대,86 빙그레 1차,5시즌,DH,132,0.17,-0.69,205,204,187,20,42,8,0,3,59,15,4,1,14,1,0,40,6,1,2,0.225,0.279,0.316,0.595,0.098,64.1,-0.53
1286,김정태,1957년 01월 01일,좌투좌타,건국대,86 빙그레 2차,2시즌,1B,95,0.82,-0.83,220,210,180,14,42,6,0,1,51,10,2,5,29,2,1,27,8,9,0,0.233,0.346,0.283,0.629,0.067,96.7,-0.01
1287,김종문,1964년 11월 10일,우투우타,동산고,86 빙그레 창단 멤버,6시즌,C,70,0.06,0.29,58,57,52,3,13,2,0,1,18,9,0,2,5,1,1,5,0,0,0,0.250,0.328,0.346,0.674,0.053,83.6,0.35
1288,김종수,1957년 03월 15일,우투우타,대전신흥초-한밭중-중앙고-고려대,86 빙그레 1차,2시즌,SS,117,1.26,0.88,306,298,256,25,64,5,0,0,69,17,4,3,37,3,0,33,4,8,2,0.250,0.349,0.270,0.619,0.084,92.1,2.14
1290,김현택,1962년 05월 09일,우투우타,북일고-동아대,86 빙그레 1차,1시즌,IF,9,-0.14,-0.04,19,19,15,2,1,0,0,0,1,1,0,0,3,1,0,5,1,0,0,0.067,0.263,0.067,0.330,0.105,-10.7,-0.18
1291,민경삼,1963년 02월 24일,우투우타,신일중-신일고-고려대,86 MBC 1차 4순위,7시즌,SS,562,-2.23,3.16,1230,1184,1072,144,233,26,10,6,297,94,53,30,84,29,2,124,22,43,1,0.217,0.292,0.277,0.569,0.122,48.3,0.93
1292,박노준,1962년 10월 26일,좌투좌타,봉천초-선린중-선린고-고려대,86 OB 1차,12시즌,LF,1018,10.91,2.36,3281,3189,2921,368,765,110,27,28,1013,266,152,73,223,44,7,302,38,84,8,0.262,0.323,0.347,0.670,0.115,90.3,13.27
1293,서효인,1962년 02월 06일,우투우타,대구수창초-신일중-신일고-고려대,86 MBC 1차 3순위,10시즌,CF,306,0.34,0.51,585,573,488,38,101,13,2,10,148,56,4,4,61,19,0,101,12,12,5,0.207,0.316,0.303,0.619,0.066,65.1,0.85
1294,송상진,1962년 03월 22일,우투우타,영남대,85 삼성 1차,1시즌,IF,8,-0.13,0.02,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,-172.3,-0.11
1295,신성철,1964년 08월 10일,우투우타,경북고-영남대,86 청보 2차 4순위,1시즌,C,1,-0.03,0.01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,-163.1,-0.02
1296,오덕환,1959년 02월 14일,우투우타,세광고,86 청보 2차,3시즌,3B,198,-1.42,0.69,385,367,344,23,69,7,0,0,76,16,4,4,21,2,1,34,6,17,1,0.201,0.250,0.221,0.471,0.063,27.5,-0.73
1297,유해덕,1962년 06월 21일,좌투좌타,대전고-고려대,86 빙그레 1차,3시즌,DH,61,-0.44,0.01,51,51,47,10,7,1,0,0,8,1,3,3,4,0,0,7,0,0,0,0.149,0.216,0.170,0.386,0.196,-3.3,-0.43
1298,윤홍식,1962년 06월 26일,우투우타,북일고-인하대,86 빙그레 1차,2시즌,IF,47,-0.11,0.08,61,60,57,8,13,4,1,0,19,1,2,3,1,2,0,15,1,1,0,0.228,0.267,0.333,0.600,0.133,60.3,-0.03
